trialID,pID,imageID,imgW,imgH,zoom,imageZoom,relativeTimestamp,taskCompletionTime,experience,imageName,cancerType,diagnosis,groundTruth,distanceToGroundtruth,groundTruthSubType,groundTruthSize,maskOverlappingWithMask,magnification,error,search,recognition,decision
37,P8,C56,97792,214528,5.062,0.034,9936,9.936,4,test_090.tif,Lymph,Malignant,1,0,IDC,Macro,0.32,20,NA,6,11,1
28,P9,C56,97792,214528,1,0.0067,37530,37.53,2,test_090.tif,Lymph,Malignant,1,0,IDC,Macro,,20,NA,28,41,2
11,P1,C59,102400,89600,5.898,0.122,40720,40.72,2,test_110.tif,Lymph,Benign,1,-1,ILC,Micro,0,20,search,114,0,0
36,P10,C57,97792,221184,1,0.0065,48291,48.291,1,test_091.tif,Lymph,Benign,0,0,IDC,None,-1,20,NA,137,0,0
40,P11,C57,97792,221184,25.627,0.1669,80970,80.97,3,test_091.tif,Lymph,Benign,0,0,IDC,None,,20,NA,216,0,0
26,P2,C57,97792,221184,1,0.0065,92732,92.732,1,test_091.tif,Lymph,Benign,0,0,IDC,None,-1,20,NA,217,0,0
57,P3,C57,97792,221184,25.627,0.1669,37830,37.83,3,test_091.tif,Lymph,Benign,0,0,IDC,None,-1,20,NA,96,0,0
25,P4,C57,97792,221184,25.627,0.1669,88143,88.143,2,test_091.tif,Lymph,Benign,0,0,IDC,None,-1,20,NA,221,0,0
15,P5,C57,97792,221184,3.375,0.022,36159,36.159,1,test_091.tif,Lymph,Benign,0,0,IDC,None,-1,20,NA,80,0,0
11,P6,C57,97792,221184,17.085,0.1112,46704,46.704,3,test_091.tif,Lymph,Benign,0,0,IDC,None,-1,20,NA,114,0,0
21,P7,C57,97792,221184,1,0.0065,54486,54.486,4,test_091.tif,Lymph,Benign,0,0,IDC,None,-1,20,NA,61,0,0
21,P8,C57,97792,221184,7.593,0.0494,14996,14.996,4,test_091.tif,Lymph,Benign,0,0,IDC,None,-1,20,NA,35,0,0
42,P9,C57,97792,221184,1,0.0065,58115,58.115,2,test_091.tif,Lymph,Benign,0,0,IDC,None,,20,NA,163,0,0
31,P1,C35,131072,107520,1.864,0.0301,22650,22.65,2,test_113.tif,Lymph,Malignant,1,0,ILC,Macro,0.36,40,NA,13,31,1
35,P10,C58,94208,82432,3.903,0.0878,114178,114.178,1,test_094.tif,Lymph,Benign,1,-1,IDC,Macro,0,40,decision,229,89,6
29,P11,C58,94208,82432,0.777,0.0175,21853,21.853,3,test_094.tif,Lymph,Malignant,1,0,IDC,Macro,,40,NA,13,21,2
43,P2,C58,94208,82432,29.857,0.6716,31084,31.084,1,test_094.tif,Lymph,Malignant,1,0,IDC,Macro,0.54,40,NA,8,28,3
54,P3,C58,94208,82432,3.932,0.0884,22085,22.085,3,test_094.tif,Lymph,Malignant,1,0,IDC,Macro,0.43,40,NA,4,25,4
48,P4,C58,94208,82432,29.857,0.6716,21372,21.372,2,test_094.tif,Lymph,Malignant,1,0,IDC,Macro,0.54,40,NA,11,33,2
17,P5,C58,94208,82432,1.747,0.0393,19906,19.906,1,test_094.tif,Lymph,Malignant,1,0,IDC,Macro,0.53,40,NA,10,15,0
32,P6,C58,94208,82432,0.777,0.0175,17327,17.327,3,test_094.tif,Lymph,Malignant,1,0,IDC,Macro,0.38,40,NA,16,6,2
46,P7,C58,94208,82432,1.747,0.0393,29576,29.576,4,test_094.tif,Lymph,Malignant,1,0,IDC,Macro,0.73,40,NA,29,23,0
29,P8,C58,94208,82432,2.621,0.059,14144,14.144,4,test_094.tif,Lymph,Malignant,1,0,IDC,Macro,0.36,40,NA,9,21,2
43,P9,C58,94208,82432,0.777,0.0175,17380,17.38,2,test_094.tif,Lymph,Malignant,1,0,IDC,Macro,,40,NA,9,11,3
35,P1,C36,97792,221184,7.593,0.0494,13941,13.941,2,test_115.tif,Lymph,Benign,0,0,IDC,None,-1,20,NA,18,0,0
60,P10,C59,102400,89600,0.777,0.0161,86114,86.114,1,test_110.tif,Lymph,Benign,1,-1,ILC,Micro,0,20,search,239,0,0
22,P11,C59,102400,89600,13.27,0.2746,90350,90.35,3,test_110.tif,Lymph,Benign,1,-1,ILC,Micro,,20,search,158,0,0
42,P2,C59,102400,89600,2.621,0.0542,62740,62.74,1,test_110.tif,Lymph,Benign,1,-1,ILC,Micro,0,20,recognition,157,1,0
45,P3,C59,102400,89600,44.785,0.9268,87202,87.202,3,test_110.tif,Lymph,Atypical,1,-1,ILC,Micro,0.19,20,decision,192,24,1
17,P4,C59,102400,89600,5.898,0.122,91479,91.479,2,test_110.tif,Lymph,Benign,1,-1,ILC,Micro,0,20,search,224,0,0
36,P5,C59,102400,89600,1.165,0.0241,47188,47.188,1,test_110.tif,Lymph,Benign,1,-1,ILC,Micro,0,20,search,139,0,0
38,P6,C59,102400,89600,1.165,0.0241,18479,18.479,3,test_110.tif,Lymph,Benign,1,-1,ILC,Micro,0,20,search,44,0,0
8,P7,C59,102400,89600,0.777,0.0161,74428,74.428,4,test_110.tif,Lymph,Benign,1,-1,ILC,Micro,0,20,search,50,0,0
33,P8,C59,102400,89600,3.932,0.0814,17762,17.762,4,test_110.tif,Lymph,Benign,1,-1,ILC,Micro,0,20,search,40,0,0
53,P9,C59,102400,89600,0.777,0.0161,65107,65.107,2,test_110.tif,Lymph,Benign,1,-1,ILC,Micro,,20,search,156,0,0
46,P1,C37,87552,71168,1.254,0.0304,25567,25.567,2,test_116.tif,Lymph,Benign,1,-1,Ductulolobular,Micro,0,40,search,67,0,0
42,P10,C6,97792,221696,7.594,0.0493,71927,71.927,1,test_036.tif,Lymph,Benign,0,0,DCIS,None,-1,20,NA,203,0,0
9,P11,C6,97792,221696,2.25,0.0146,72213,72.213,3,test_036.tif,Lymph,Benign,0,0,DCIS,None,,20,NA,156,0,0
6,P2,C6,97792,221696,9.011,0.0585,106054,106.054,1,test_036.tif,Lymph,Benign,0,0,DCIS,None,-1,20,NA,246,0,0
27,P3,C6,97792,221696,38.444,0.2497,51112,51.112,3,test_036.tif,Lymph,Benign,0,0,DCIS,None,-1,20,NA,135,0,0
33,P4,C6,97792,221696,11.391,0.074,55310,55.31,2,test_036.tif,Lymph,Benign,0,0,DCIS,None,-1,20,NA,153,0,0
52,P5,C6,97792,221696,7.594,0.0493,25383,25.383,1,test_036.tif,Lymph,Benign,0,0,DCIS,None,-1,20,NA,44,0,0
19,P6,C6,97792,221696,11.391,0.074,27645,27.645,3,test_036.tif,Lymph,Benign,0,0,DCIS,None,-1,20,NA,63,0,0
18,P7,C6,97792,221696,1.5,0.0097,57172,57.172,4,test_036.tif,Lymph,Benign,0,0,DCIS,None,-1,20,NA,9,0,0
40,P8,C6,97792,221696,5.063,0.0329,13671,13.671,4,test_036.tif,Lymph,Benign,0,0,DCIS,None,-1,20,NA,31,0,0
55,P9,C6,97792,221696,1,0.0065,30340,30.34,2,test_036.tif,Lymph,Benign,0,0,DCIS,None,,20,NA,74,0,0
37,P1,C60,97280,212992,3.375,0.0228,25602,25.602,2,test_117.tif,Lymph,Benign,1,-1,IDC,Micro,0,20,decision,56,3,0
27,P10,C60,97280,212992,19.479,0.1317,101284,101.284,1,test_117.tif,Lymph,Malignant,1,0,IDC,Micro,0.72,20,NA,257,30,2
53,P11,C60,97280,212992,3.375,0.0228,47151,47.151,3,test_117.tif,Lymph,Malignant,1,0,IDC,Micro,,20,NA,111,10,0
47,P2,C60,97280,212992,7.594,0.0513,50191,50.191,1,test_117.tif,Lymph,Benign,1,-1,IDC,Micro,0,20,search,106,0,0
34,P3,C60,97280,212992,11.391,0.077,27412,27.412,3,test_117.tif,Lymph,Benign,1,-1,IDC,Micro,0,20,search,62,0,0
15,P4,C60,97280,212992,25.63,0.1733,61902,61.902,2,test_117.tif,Lymph,Malignant,1,0,IDC,Micro,0.73,20,NA,145,1,0
38,P5,C60,97280,212992,7.594,0.0513,107215,107.215,1,test_117.tif,Lymph,Benign,1,-1,IDC,Micro,0,20,decision,209,106,3
36,P6,C60,97280,212992,1.5,0.0101,13189,13.189,3,test_117.tif,Lymph,Benign,1,-1,IDC,Micro,0,20,search,22,0,0
29,P7,C60,97280,212992,2.25,0.0152,60378,60.378,4,test_117.tif,Lymph,Benign,1,-1,IDC,Micro,0,20,search,75,0,0
23,P8,C60,97280,212992,3.375,0.0228,15653,15.653,4,test_117.tif,Lymph,Benign,1,-1,IDC,Micro,0,20,search,29,0,0
50,P9,C60,97280,212992,2.25,0.0152,38289,38.289,2,test_117.tif,Lymph,Benign,1,-1,IDC,Micro,,20,search,88,0,0
52,P1,C38,97792,218112,2.25,0.0149,18620,18.62,2,test_118.tif,Lymph,Benign,0,0,Intracystic papillary carcinoma and LCIS,None,-1,20,NA,43,0,0
50,P10,C7,97792,218624,25.631,0.1688,62568,62.568,1,test_038.tif,Lymph,Benign,1,-1,IDC,Micro,0,20,recognition,169,2,0
25,P11,C7,97792,218624,37.94,0.2499,67237,67.237,3,test_038.tif,Lymph,Malignant,1,0,IDC,Micro,,20,NA,147,18,2
2,P2,C7,97792,218624,151.834,1,171192,171.192,1,test_038.tif,Lymph,Malignant,1,0,IDC,Micro,0.22,20,NA,414,41,0
26,P3,C7,97792,218624,11.391,0.075,30200,30.2,3,test_038.tif,Lymph,Benign,1,-1,IDC,Micro,0,20,search,70,0,0
23,P4,C7,97792,218624,3.375,0.0222,126019,126.019,2,test_038.tif,Lymph,Benign,1,-1,IDC,Micro,0,20,decision,329,8,0
56,P5,C7,97792,218624,29.992,0.1975,123455,123.455,1,test_038.tif,Lymph,Atypical,1,-1,IDC,Micro,0.15,20,decision,251,49,0
46,P6,C7,97792,218624,2.25,0.0148,30123,30.123,3,test_038.tif,Lymph,Benign,1,-1,IDC,Micro,0,20,search,63,0,0
38,P7,C7,97792,218624,2.25,0.0148,49475,49.475,4,test_038.tif,Lymph,Benign,1,-1,IDC,Micro,0,20,search,61,0,0
53,P8,C7,97792,218624,1.5,0.0099,22882,22.882,4,test_038.tif,Lymph,Benign,1,-1,IDC,Micro,0,20,search,65,0,0
9,P9,C7,97792,218624,1.755,0.0116,106896,106.896,2,test_038.tif,Lymph,Benign,1,-1,IDC,Micro,,20,recognition,322,2,0
36,P1,C39,97792,221184,86.49,0.5631,55986,55.986,2,test_121.tif,Lymph,Malignant,1,0,ILC,Macro,0.49,20,NA,92,38,3
19,P10,C8,97792,221184,1,0.0065,40014,40.014,1,test_045.tif,Lymph,Benign,0,0,IDC,None,-1,20,NA,109,0,0
20,P11,C8,97792,221184,20.226,0.1317,49418,49.418,3,test_045.tif,Lymph,Benign,0,0,IDC,None,,20,NA,96,0,0
33,P2,C8,97792,221184,3.375,0.022,38350,38.35,1,test_045.tif,Lymph,Benign,0,0,IDC,None,-1,20,NA,74,0,0
52,P3,C8,97792,221184,17.085,0.1112,20254,20.254,3,test_045.tif,Lymph,Benign,0,0,IDC,None,-1,20,NA,36,0,0
1,P4,C8,97792,221184,86.49,0.5631,104177,104.177,2,test_045.tif,Lymph,Benign,0,0,IDC,None,-1,20,NA,260,0,0
35,P5,C8,97792,221184,11.39,0.0742,26760,26.76,1,test_045.tif,Lymph,Benign,0,0,IDC,None,-1,20,NA,52,0,0
50,P6,C8,97792,221184,11.39,0.0742,15881,15.881,3,test_045.tif,Lymph,Benign,0,0,IDC,None,-1,20,NA,28,0,0
9,P7,C8,97792,221184,5.062,0.033,28946,28.946,4,test_045.tif,Lymph,Benign,0,0,IDC,None,-1,20,NA,2,0,0
58,P8,C8,97792,221184,2.25,0.0146,13199,13.199,4,test_045.tif,Lymph,Benign,0,0,IDC,None,-1,20,NA,33,0,0
57,P9,C8,97792,221184,3.375,0.022,24136,24.136,2,test_045.tif,Lymph,Benign,0,0,IDC,None,,20,NA,42,0,0
21,P1,C40,86016,86016,2.294,0.0565,29448,29.448,2,test_122.tif,Lymph,Benign,1,-1,IDC,Micro,0,20,recognition,77,1,0
7,P10,C9,98304,82432,30.928,0.6667,144390,144.39,1,test_048.tif,Lymph,Malignant,1,0,Ductulolobular,Micro,0.23,40,NA,306,77,9
55,P11,C9,98304,82432,2.715,0.0585,65291,65.291,3,test_048.tif,Lymph,Malignant,1,0,Ductulolobular,Micro,,40,NA,142,27,2
24,P2,C9,98304,82432,0.81,0.0175,55583,55.583,1,test_048.tif,Lymph,Benign,1,-1,Ductulolobular,Micro,0,40,search,109,0,0
56,P3,C9,98304,82432,1.823,0.0393,36932,36.932,3,test_048.tif,Lymph,Malignant,1,0,Ductulolobular,Micro,0.27,40,NA,61,12,0
40,P4,C9,98304,82432,13.847,0.2985,32304,32.304,2,test_048.tif,Lymph,Malignant,1,0,Ductulolobular,Micro,0.2,40,NA,79,10,1
1,P5,C9,98304,82432,6.154,0.1327,97956,97.956,1,test_048.tif,Lymph,Malignant,1,0,Ductulolobular,Micro,0.05,40,NA,158,16,1
15,P6,C9,98304,82432,1.216,0.0262,17647,17.647,3,test_048.tif,Lymph,Benign,1,-1,Ductulolobular,Micro,0,40,search,32,0,0
16,P7,C9,98304,82432,2.735,0.059,68933,68.933,4,test_048.tif,Lymph,Benign,1,-1,Ductulolobular,Micro,0,40,search,48,0,0
55,P8,C9,98304,82432,4.103,0.0884,19302,19.302,4,test_048.tif,Lymph,Benign,1,-1,Ductulolobular,Micro,0,40,search,56,0,0
60,P9,C9,98304,82432,0.81,0.0175,31800,31.8,2,test_048.tif,Lymph,Benign,1,-1,Ductulolobular,Micro,,40,search,77,0,0
