trialID,pID,imageID,imgW,imgH,zoom,imageZoom,relativeTimestamp,taskCompletionTime,experience,imageName,cancerType,diagnosis,groundTruth,distanceToGroundtruth,groundTruthSubType,groundTruthSize,maskOverlappingWithMask,magnification,error,search,recognition,decision
58,P1,C1,86016,89600,7.595,0.122,22812,22.812,2,test_001.tif,Lymph,Malignant,1,0,IDC,Macro,0.67,40,NA,7,21,2
5,P10,C1,86016,89600,5.463,0.0878,60506,60.506,1,test_001.tif,Lymph,Malignant,1,0,IDC,Macro,0.81,40,NA,73,70,5
56,P11,C1,86016,89600,1,0.0161,14282,14.282,3,test_001.tif,Lymph,Malignant,1,0,IDC,Macro,,40,NA,20,1,0
29,P2,C1,86016,89600,7.595,0.122,33381,33.381,1,test_001.tif,Lymph,Malignant,1,0,IDC,Macro,0.51,40,NA,9,26,2
1,P3,C1,86016,89600,7.595,0.122,36002,36.002,3,test_001.tif,Lymph,Malignant,1,0,IDC,Macro,0.13,40,NA,11,24,3
22,P4,C1,86016,89600,3.375,0.0542,19263,19.263,2,test_001.tif,Lymph,Malignant,1,0,IDC,Macro,0.48,40,NA,17,11,0
21,P5,C1,86016,89600,5.063,0.0814,27830,27.83,1,test_001.tif,Lymph,Malignant,1,0,IDC,Macro,0.51,40,NA,4,21,1
20,P6,C1,86016,89600,1,0.0161,21436,21.436,3,test_001.tif,Lymph,Malignant,1,0,IDC,Macro,0.59,40,NA,18,4,2
43,P7,C1,86016,89600,3.375,0.0542,53504,53.504,4,test_001.tif,Lymph,Malignant,1,0,IDC,Macro,0.65,40,NA,62,13,0
17,P8,C1,86016,89600,1,0.0161,9565,9.565,4,test_001.tif,Lymph,Malignant,1,0,IDC,Macro,0.43,40,NA,6,4,0
25,P9,C1,86016,89600,1,0.0161,35506,35.506,2,test_001.tif,Lymph,Malignant,1,0,IDC,Macro,,40,NA,32,25,5
22,P1,C41,97792,221184,20.226,0.1317,73850,73.85,2,test_002.tif,Lymph,Malignant,1,0,ILC,Macro,0.41,20,NA,115,69,3
20,P10,C10,96768,211968,11.389,0.0774,67470,67.47,1,test_051.tif,Lymph,Malignant,1,0,IDC,Macro,0.52,20,NA,121,34,1
12,P11,C10,96768,211968,11.389,0.0774,67774,67.774,3,test_051.tif,Lymph,Malignant,1,0,IDC,Macro,,20,NA,111,42,5
21,P2,C10,96768,211968,65.415,0.4444,94653,94.653,1,test_051.tif,Lymph,Malignant,1,0,IDC,Macro,0.46,20,NA,133,91,3
58,P3,C10,96768,211968,5.062,0.0344,79769,79.769,3,test_051.tif,Lymph,Malignant,1,0,IDC,Macro,0.19,20,NA,118,73,4
54,P4,C10,96768,211968,2.25,0.0153,42222,42.222,2,test_051.tif,Lymph,Malignant,1,0,IDC,Macro,0.11,20,NA,38,55,2
53,P5,C10,96768,211968,17.084,0.1161,49435,49.435,1,test_051.tif,Lymph,Malignant,1,0,IDC,Macro,0.22,20,NA,67,53,1
60,P6,C10,96768,211968,7.593,0.0516,26760,26.76,3,test_051.tif,Lymph,Malignant,1,0,IDC,Macro,0.65,20,NA,38,30,1
13,P7,C10,96768,211968,2.25,0.0153,59537,59.537,4,test_051.tif,Lymph,Benign,1,-1,IDC,Macro,0,20,search,16,0,0
43,P8,C10,96768,211968,2.25,0.0153,14399,14.399,4,test_051.tif,Lymph,Benign,1,-1,IDC,Macro,0,20,recognition,23,2,0
3,P9,C10,96768,211968,8.614,0.0585,255043,255.043,2,test_051.tif,Lymph,Neoplastic,1,-1,IDC,Macro,,20,decision,302,453,10
51,P1,C42,98304,103936,1,0.0139,34350,34.35,2,test_004.tif,Lymph,Benign,1,-1,IDC,Micro,0,40,search,89,0,0
12,P10,C11,97792,219648,30.129,0.1975,86625,86.625,1,test_052.tif,Lymph,Benign,1,-1,IDC,Micro,0,20,search,256,0,0
52,P11,C11,97792,219648,25.628,0.168,95817,95.817,3,test_052.tif,Lymph,Benign,1,-1,IDC,Micro,,20,search,248,0,0
48,P2,C11,97792,219648,101.684,0.6667,56257,56.257,1,test_052.tif,Lymph,Benign,1,-1,IDC,Micro,0,20,search,120,0,0
6,P3,C11,97792,219648,1,0.0066,53698,53.698,3,test_052.tif,Lymph,Benign,1,-1,IDC,Micro,0,20,search,120,0,0
3,P4,C11,97792,219648,25.628,0.168,163206,163.206,2,test_052.tif,Lymph,Benign,1,-1,IDC,Micro,0,20,search,407,0,0
30,P5,C11,97792,219648,7.593,0.0498,41823,41.823,1,test_052.tif,Lymph,Benign,1,-1,IDC,Micro,0,20,search,123,0,0
22,P6,C11,97792,219648,1.5,0.0098,26106,26.106,3,test_052.tif,Lymph,Benign,1,-1,IDC,Micro,0,20,search,49,0,0
55,P7,C11,97792,219648,5.062,0.0332,35740,35.74,4,test_052.tif,Lymph,Benign,1,-1,IDC,Micro,0,20,search,30,0,0
45,P8,C11,97792,219648,3.375,0.0221,29420,29.42,4,test_052.tif,Lymph,Benign,1,-1,IDC,Micro,0,20,search,53,0,0
30,P9,C11,97792,219648,5.062,0.0332,59939,59.939,2,test_052.tif,Lymph,Benign,1,-1,IDC,Micro,,20,search,149,0,0
29,P1,C2,106496,93184,5.898,0.1173,35167,35.167,2,test_008.tif,Lymph,Benign,1,-1,Ductulolobular,Micro,0,40,search,92,0,0
4,P10,C12,97792,218624,8.886,0.0585,156286,156.286,1,test_053.tif,Lymph,Benign,0,0,IDC,None,-1,20,NA,454,0,0
33,P11,C12,97792,218624,129.756,0.8546,108776,108.776,3,test_053.tif,Lymph,Benign,0,0,IDC,None,,20,NA,288,0,0
45,P2,C12,97792,218624,101.222,0.6667,82710,82.71,1,test_053.tif,Lymph,Benign,0,0,IDC,None,-1,20,NA,179,0,0
28,P3,C12,97792,218624,7.594,0.05,84241,84.241,3,test_053.tif,Lymph,Benign,0,0,IDC,None,-1,20,NA,223,0,0
46,P4,C12,97792,218624,25.631,0.1688,200804,200.804,2,test_053.tif,Lymph,Benign,0,0,IDC,None,-1,20,NA,438,0,0
11,P5,C12,97792,218624,19.995,0.1317,180153,180.153,1,test_053.tif,Lymph,Benign,0,0,IDC,None,-1,20,NA,403,0,0
43,P6,C12,97792,218624,7.594,0.05,18874,18.874,3,test_053.tif,Lymph,Benign,0,0,IDC,None,-1,20,NA,38,0,0
44,P7,C12,97792,218624,1,0.0066,68333,68.333,4,test_053.tif,Lymph,Benign,0,0,IDC,None,-1,20,NA,73,0,0
41,P8,C12,97792,218624,1.5,0.0099,24423,24.423,4,test_053.tif,Lymph,Benign,0,0,IDC,None,-1,20,NA,65,0,0
33,P9,C12,97792,218624,1,0.0066,66200,66.2,2,test_053.tif,Lymph,Benign,0,0,IDC,None,,20,NA,178,0,0
19,P1,C3,86528,207360,3.375,0.0234,19146,19.146,2,test_010.tif,Lymph,Benign,1,-1,IDC,Micro,0,20,search,46,0,0
41,P10,C13,97792,217088,38.448,0.255,114703,114.703,1,test_054.tif,Lymph,Benign,0,0,ILC,None,-1,20,NA,378,0,0
4,P11,C13,97792,217088,150.772,1,181547,181.547,3,test_054.tif,Lymph,Atypical,0,0,ILC,None,,20,NA,473,0,0
19,P2,C13,97792,217088,25.632,0.17,59184,59.184,1,test_054.tif,Lymph,Benign,0,0,ILC,None,-1,20,NA,133,0,0
22,P3,C13,97792,217088,17.088,0.1133,74861,74.861,3,test_054.tif,Lymph,Benign,0,0,ILC,None,-1,20,NA,206,0,0
58,P4,C13,97792,217088,25.632,0.17,93771,93.771,2,test_054.tif,Lymph,Benign,0,0,ILC,None,-1,20,NA,219,0,0
8,P5,C13,97792,217088,5.063,0.0336,50995,50.995,1,test_054.tif,Lymph,Benign,0,0,ILC,None,-1,20,NA,122,0,0
58,P6,C13,97792,217088,5.063,0.0336,23425,23.425,3,test_054.tif,Lymph,Benign,0,0,ILC,None,-1,20,NA,52,0,0
6,P7,C13,97792,217088,2.25,0.0149,58298,58.298,4,test_054.tif,Lymph,Benign,0,0,ILC,None,-1,20,NA,65,0,0
59,P8,C13,97792,217088,3.375,0.0224,26671,26.671,4,test_054.tif,Lymph,Benign,0,0,ILC,None,-1,20,NA,78,0,0
11,P9,C13,97792,217088,3.375,0.0224,83641,83.641,2,test_054.tif,Lymph,Benign,0,0,ILC,None,,20,NA,239,0,0
2,P1,C4,96768,221184,5.062,0.033,37117,37.117,2,test_013.tif,Lymph,Benign,1,-1,IDC,Micro,0,20,search,84,0,0
6,P10,C14,97792,221184,13.484,0.0878,115257,115.257,1,test_056.tif,Lymph,Benign,0,0,IDC,None,-1,20,NA,318,0,0
16,P11,C14,97792,221184,17.085,0.1112,81372,81.372,3,test_056.tif,Lymph,Benign,0,0,IDC,None,,20,NA,203,0,0
20,P2,C14,97792,221184,31.612,0.2058,75426,75.426,1,test_056.tif,Lymph,Benign,0,0,IDC,None,-1,20,NA,164,0,0
5,P3,C14,97792,221184,25.627,0.1669,97275,97.275,3,test_056.tif,Lymph,Benign,0,0,IDC,None,-1,20,NA,232,0,0
24,P4,C14,97792,221184,38.44,0.2503,89802,89.802,2,test_056.tif,Lymph,Atypical,0,0,IDC,None,0,20,NA,261,0,0
25,P5,C14,97792,221184,11.39,0.0742,99144,99.144,1,test_056.tif,Lymph,Benign,0,0,IDC,None,-1,20,NA,206,0,0
1,P6,C14,97792,221184,7.593,0.0494,44396,44.396,3,test_056.tif,Lymph,Benign,0,0,IDC,None,-1,20,NA,95,0,0
2,P7,C14,97792,221184,11.39,0.0742,118389,118.389,4,test_056.tif,Lymph,Benign,0,0,IDC,None,-1,20,NA,135,0,0
2,P8,C14,97792,221184,1.5,0.0098,50046,50.046,4,test_056.tif,Lymph,Benign,0,0,IDC,None,-1,20,NA,117,0,0
5,P9,C14,97792,221184,5.993,0.039,456833,456.833,2,test_056.tif,Lymph,Benign,0,0,IDC,None,,20,NA,1125,0,0
39,P1,C43,110592,100352,0.749,0.0143,24192,24.192,2,test_014.tif,Lymph,Benign,0,0,DCIS,None,-1,40,NA,57,0,0
52,P10,C15,97792,212992,5.062,0.0342,38763,38.763,1,test_064.tif,Lymph,Benign,1,-1,IDC,Micro,0,20,search,95,0,0
8,P11,C15,97792,212992,25.629,0.1733,38199,38.199,3,test_064.tif,Lymph,Malignant,1,0,IDC,Micro,,20,NA,75,7,0
44,P2,C15,97792,212992,25.629,0.1733,33116,33.116,1,test_064.tif,Lymph,Benign,1,-1,IDC,Micro,0,20,recognition,71,1,0
50,P3,C15,97792,212992,11.391,0.077,26850,26.85,3,test_064.tif,Lymph,Benign,1,-1,IDC,Micro,0,20,search,61,0,0
41,P4,C15,97792,212992,86.497,0.5848,46980,46.98,2,test_064.tif,Lymph,Malignant,1,0,IDC,Micro,0.57,20,NA,80,41,1
29,P5,C15,97792,212992,38.443,0.2599,24325,24.325,1,test_064.tif,Lymph,Malignant,1,0,IDC,Micro,0.35,20,NA,39,10,0
31,P6,C15,97792,212992,11.391,0.077,19710,19.71,3,test_064.tif,Lymph,Benign,1,-1,IDC,Micro,0,20,search,43,0,0
33,P7,C15,97792,212992,7.594,0.0513,76696,76.696,4,test_064.tif,Lymph,Malignant,1,0,IDC,Micro,0.6,20,NA,81,13,0
39,P8,C15,97792,212992,8.657,0.0585,59796,59.796,4,test_064.tif,Lymph,Atypical,1,-1,IDC,Micro,0.35,20,decision,115,46,2
39,P9,C15,97792,212992,25.629,0.1733,34565,34.565,2,test_064.tif,Lymph,Benign,1,-1,IDC,Micro,,20,search,66,0,0
12,P1,C5,110592,93184,1.21,0.0232,26086,26.086,2,test_016.tif,Lymph,Malignant,1,0,IDC,Macro,0.6,40,NA,26,19,2
9,P10,C16,77824,53760,2.213,0.0603,60587,60.587,1,test_065.tif,Lymph,Benign,1,-1,IDC,Micro,0,20,recognition,172,1,0
24,P11,C16,77824,53760,4.98,0.1356,62946,62.946,3,test_065.tif,Lymph,Malignant,1,0,IDC,Micro,,20,NA,156,13,1
55,P2,C16,77824,53760,16.808,0.4577,53537,53.537,1,test_065.tif,Lymph,Benign,1,-1,IDC,Micro,0,20,search,110,0,0
20,P3,C16,77824,53760,36.727,1,40958,40.958,3,test_065.tif,Lymph,Benign,1,-1,IDC,Micro,0,20,recognition,93,1,0
50,P4,C16,77824,53760,24.485,0.6667,106032,106.032,2,test_065.tif,Lymph,Malignant,1,0,IDC,Micro,0.65,20,NA,207,83,1
37,P5,C16,77824,53760,3.32,0.0904,41176,41.176,1,test_065.tif,Lymph,Benign,1,-1,IDC,Micro,0,20,search,81,0,0
33,P6,C16,77824,53760,3.32,0.0904,13763,13.763,3,test_065.tif,Lymph,Benign,1,-1,IDC,Micro,0,20,search,25,0,0
25,P7,C16,77824,53760,0.984,0.0268,37393,37.393,4,test_065.tif,Lymph,Benign,1,-1,IDC,Micro,0,20,search,2,0,0
57,P8,C16,77824,53760,2.213,0.0603,19257,19.257,4,test_065.tif,Lymph,Benign,1,-1,IDC,Micro,0,20,search,51,0,0
14,P9,C16,77824,53760,0.984,0.0268,45489,45.489,2,test_065.tif,Lymph,Benign,1,-1,IDC,Micro,,20,search,107,0,0
38,P1,C44,97792,221184,17.085,0.1112,19293,19.293,2,test_021.tif,Lymph,Malignant,1,0,IDC,Macro,0.58,20,NA,5,18,1
22,P10,C17,155648,86016,3.375,0.0459,102633,102.633,1,test_066.tif,Lymph,Benign,1,-1,IDC,Micro,0,40,recognition,302,1,0
39,P11,C17,155648,86016,1,0.0136,66161,66.161,3,test_066.tif,Lymph,Malignant,1,0,IDC,Micro,,40,NA,171,5,1
52,P2,C17,155648,86016,25.629,0.3489,60401,60.401,1,test_066.tif,Lymph,Benign,1,-1,IDC,Micro,0,40,search,148,0,0
47,P3,C17,155648,86016,11.391,0.1551,56702,56.702,3,test_066.tif,Lymph,Benign,1,-1,IDC,Micro,0,40,recognition,157,0,1
2,P4,C17,155648,86016,7.594,0.1034,287942,287.942,2,test_066.tif,Lymph,Malignant,1,0,IDC,Micro,0.31,40,NA,707,70,5
32,P5,C17,155648,86016,3.375,0.0459,51246,51.246,1,test_066.tif,Lymph,Benign,1,-1,IDC,Micro,0,40,search,143,0,0
57,P6,C17,155648,86016,1,0.0136,19258,19.258,3,test_066.tif,Lymph,Benign,1,-1,IDC,Micro,0,40,search,47,0,0
59,P7,C17,155648,86016,1,0.0136,38554,38.554,4,test_066.tif,Lymph,Benign,1,-1,IDC,Micro,0,40,search,30,0,0
20,P8,C17,155648,86016,1,0.0136,29654,29.654,4,test_066.tif,Lymph,Benign,1,-1,IDC,Micro,0,40,search,67,0,0
31,P9,C17,155648,86016,1,0.0136,49019,49.019,2,test_066.tif,Lymph,Benign,1,-1,IDC,Micro,,40,search,139,0,0
33,P1,C45,97792,221184,3.375,0.022,20026,20.026,2,test_024.tif,Lymph,Benign,0,0,IDC,None,-1,20,NA,45,0,0
59,P10,C18,97792,221184,20.226,0.1317,69505,69.505,1,test_068.tif,Lymph,Benign,1,-1,IDC,Macro,0,20,decision,150,36,2
50,P11,C18,97792,221184,3.375,0.022,9225,9.225,3,test_068.tif,Lymph,Malignant,1,0,IDC,Macro,,20,NA,8,3,0
58,P2,C18,97792,221184,2.25,0.0146,24817,24.817,1,test_068.tif,Lymph,Malignant,1,0,IDC,Macro,0.24,20,NA,29,13,1
19,P3,C18,97792,221184,7.593,0.0494,22267,22.267,3,test_068.tif,Lymph,Malignant,1,0,IDC,Macro,0.05,20,NA,9,20,0
27,P4,C18,97792,221184,86.49,0.5631,32087,32.087,2,test_068.tif,Lymph,Malignant,1,0,IDC,Macro,0.51,20,NA,21,37,3
41,P5,C18,97792,221184,11.39,0.0742,32144,32.144,1,test_068.tif,Lymph,Malignant,1,0,IDC,Macro,0.61,20,NA,6,16,0
25,P6,C18,97792,221184,5.062,0.033,43200,43.2,3,test_068.tif,Lymph,Malignant,1,0,IDC,Macro,0.76,20,NA,90,6,0
7,P7,C18,97792,221184,1.776,0.0116,48993,48.993,4,test_068.tif,Lymph,Malignant,1,0,IDC,Macro,0.69,20,NA,13,20,0
4,P8,C18,97792,221184,2.25,0.0146,17674,17.674,4,test_068.tif,Lymph,Malignant,1,0,IDC,Macro,0.32,20,NA,14,16,1
8,P9,C18,97792,221184,3.375,0.022,29828,29.828,2,test_068.tif,Lymph,Neoplastic,1,-1,IDC,Macro,,20,decision,23,7,2
24,P1,C46,98304,103936,1.5,0.0208,26537,26.537,2,test_026.tif,Lymph,Malignant,1,0,Ductulolobular,Macro,0.68,40,NA,20,19,5
55,P10,C19,159744,86016,1,0.0133,34048,34.048,1,test_073.tif,Lymph,Malignant,1,0,IDC,Macro,0.33,40,NA,31,38,4
17,P11,C19,159744,86016,1,0.0133,41203,41.203,3,test_073.tif,Lymph,Malignant,1,0,IDC,Macro,,40,NA,39,15,2
15,P2,C19,159744,86016,5.063,0.0672,69200,69.2,1,test_073.tif,Lymph,Malignant,1,0,IDC,Macro,0.22,40,NA,31,82,6
23,P3,C19,159744,86016,25.629,0.34,21043,21.043,3,test_073.tif,Lymph,Malignant,1,0,IDC,Macro,0.03,40,NA,12,7,0
42,P4,C19,159744,86016,5.063,0.0672,16393,16.393,2,test_073.tif,Lymph,Malignant,1,0,IDC,Macro,0.14,40,NA,27,3,1
7,P5,C19,159744,86016,5.063,0.0672,48263,48.263,1,test_073.tif,Lymph,Malignant,1,0,IDC,Macro,0.28,40,NA,29,32,0
13,P6,C19,159744,86016,1,0.0133,28974,28.974,3,test_073.tif,Lymph,Malignant,1,0,IDC,Macro,0.32,40,NA,33,6,1
23,P7,C19,159744,86016,1,0.0133,147307,147.307,4,test_073.tif,Lymph,Malignant,1,0,IDC,Macro,0.38,40,NA,113,3,0
54,P8,C19,159744,86016,1,0.0133,8003,8.003,4,test_073.tif,Lymph,Malignant,1,0,IDC,Macro,0.18,40,NA,7,8,0
27,P9,C19,159744,86016,1,0.0133,52148,52.148,2,test_073.tif,Lymph,Malignant,1,0,IDC,Macro,,40,NA,78,21,2
23,P1,C47,97792,221184,57.66,0.3754,27429,27.429,2,test_027.tif,Lymph,Malignant,1,0,IDC,Macro,0.88,20,NA,35,26,1
45,P10,C2,106496,93184,0.777,0.0155,68152,68.152,1,test_008.tif,Lymph,Benign,1,-1,Ductulolobular,Micro,0,40,search,178,0,0
13,P11,C2,106496,93184,1.961,0.039,142091,142.091,3,test_008.tif,Lymph,Benign,1,-1,Ductulolobular,Micro,,40,search,326,0,0
40,P2,C2,106496,93184,22.337,0.4444,49534,49.534,1,test_008.tif,Lymph,Benign,1,-1,Ductulolobular,Micro,0,40,search,114,0,0
60,P3,C2,106496,93184,33.505,0.6667,105136,105.136,3,test_008.tif,Lymph,Atypical,1,-1,Ductulolobular,Micro,0.77,40,decision,174,68,5
51,P4,C2,106496,93184,6.618,0.1317,210928,210.928,2,test_008.tif,Lymph,Benign,1,-1,Ductulolobular,Micro,0,40,search,591,0,0
40,P5,C2,106496,93184,3.932,0.0782,55172,55.172,1,test_008.tif,Lymph,Benign,1,-1,Ductulolobular,Micro,0,40,search,141,0,0
12,P6,C2,106496,93184,1.747,0.0348,59729,59.729,3,test_008.tif,Lymph,Benign,1,-1,Ductulolobular,Micro,0,40,search,146,0,0
39,P7,C2,106496,93184,0.777,0.0155,101931,101.931,4,test_008.tif,Lymph,Benign,1,-1,Ductulolobular,Micro,0,40,search,116,0,0
16,P8,C2,106496,93184,3.932,0.0782,39504,39.504,4,test_008.tif,Lymph,Benign,1,-1,Ductulolobular,Micro,0,40,decision,81,24,2
32,P9,C2,106496,93184,0.777,0.0155,35523,35.523,2,test_008.tif,Lymph,Benign,1,-1,Ductulolobular,Micro,,40,search,95,0,0
1,P1,C48,97792,221184,5.062,0.033,36139,36.139,2,test_029.tif,Lymph,Benign,1,-1,IDC,Micro,0,20,search,69,0,0
15,P10,C20,97792,211968,1.702,0.0116,87853,87.853,1,test_074.tif,Lymph,Benign,1,-1,IDC,Micro,0,20,search,264,0,0
2,P11,C20,97792,211968,7.595,0.0516,100259,100.259,3,test_074.tif,Lymph,Malignant,1,0,IDC,Micro,,20,NA,280,11,2
50,P2,C20,97792,211968,7.595,0.0516,62661,62.661,1,test_074.tif,Lymph,Benign,1,-1,IDC,Micro,0,20,search,147,0,0
18,P3,C20,97792,211968,57.672,0.3917,63125,63.125,3,test_074.tif,Lymph,Malignant,1,0,IDC,Micro,0.56,20,NA,117,22,2
16,P4,C20,97792,211968,86.509,0.5876,203703,203.703,2,test_074.tif,Lymph,Malignant,1,0,IDC,Micro,0.26,20,NA,515,26,0
14,P5,C20,97792,211968,8.616,0.0585,53744,53.744,1,test_074.tif,Lymph,Benign,1,-1,IDC,Micro,0,20,recognition,127,1,0
34,P6,C20,97792,211968,5.063,0.0344,27737,27.737,3,test_074.tif,Lymph,Benign,1,-1,IDC,Micro,0,20,search,71,0,0
54,P7,C20,97792,211968,5.063,0.0344,35461,35.461,4,test_074.tif,Lymph,Benign,1,-1,IDC,Micro,0,20,search,60,0,0
5,P8,C20,97792,211968,7.595,0.0516,31452,31.452,4,test_074.tif,Lymph,Benign,1,-1,IDC,Micro,0,20,search,88,0,0
38,P9,C20,97792,211968,1,0.0068,58811,58.811,2,test_074.tif,Lymph,Benign,1,-1,IDC,Micro,,20,search,167,0,0
28,P1,C49,97792,221184,3.375,0.022,31900,31.9,2,test_030.tif,Lymph,Benign,1,-1,IDC with colloid carcinoma,Macro,0,20,search,73,0,0
48,P10,C21,97792,212992,17.086,0.1155,49501,49.501,1,test_075.tif,Lymph,Malignant,1,0,IDC,Macro,0.48,20,NA,60,44,2
47,P11,C21,97792,212992,11.391,0.077,12291,12.291,3,test_075.tif,Lymph,Malignant,1,0,IDC,Macro,,20,NA,9,7,1
22,P2,C21,97792,212992,7.594,0.0513,53844,53.844,1,test_075.tif,Lymph,Malignant,1,0,IDC,Macro,0.28,20,NA,93,27,0
41,P3,C21,97792,212992,17.086,0.1155,27965,27.965,3,test_075.tif,Lymph,Malignant,1,0,IDC,Macro,0.31,20,NA,14,15,1
9,P4,C21,97792,212992,11.391,0.077,27990,27.99,2,test_075.tif,Lymph,Malignant,1,0,IDC,Macro,0.28,20,NA,32,17,0
12,P5,C21,97792,212992,25.629,0.1733,47680,47.68,1,test_075.tif,Lymph,Malignant,1,0,IDC,Macro,0.35,20,NA,26,55,2
52,P6,C21,97792,212992,7.594,0.0513,14176,14.176,3,test_075.tif,Lymph,Malignant,1,0,IDC,Macro,0.27,20,NA,12,9,0
40,P7,C21,97792,212992,1.71,0.0116,96880,96.88,4,test_075.tif,Lymph,Malignant,1,0,IDC,Macro,0.54,20,NA,98,54,0
49,P8,C21,97792,212992,25.629,0.1733,12017,12.017,4,test_075.tif,Lymph,Malignant,1,0,IDC,Macro,0.26,20,NA,3,18,0
7,P9,C21,97792,212992,7.594,0.0513,25401,25.401,2,test_075.tif,Lymph,Neoplastic,1,-1,IDC,Macro,,20,decision,38,14,0
53,P1,C50,188416,103936,3.375,0.038,59520,59.52,2,test_033.tif,Lymph,Benign,1,-1,IDC,Micro,0,40,search,170,0,0
8,P10,C22,110592,96768,0.777,0.0149,89273,89.273,1,test_078.tif,Lymph,Benign,0,0,DCIS,None,-1,40,NA,289,0,0
48,P11,C22,110592,96768,3.932,0.0753,115233,115.233,3,test_078.tif,Lymph,Benign,0,0,DCIS,None,,40,NA,320,0,0
9,P2,C22,110592,96768,0.777,0.0149,101055,101.055,1,test_078.tif,Lymph,Benign,0,0,DCIS,None,-1,40,NA,230,0,0
9,P3,C22,110592,96768,8.846,0.1695,36520,36.52,3,test_078.tif,Lymph,Benign,0,0,DCIS,None,-1,40,NA,79,0,0
29,P4,C22,110592,96768,8.846,0.1695,91813,91.813,2,test_078.tif,Lymph,Benign,0,0,DCIS,None,-1,40,NA,251,0,0
2,P5,C22,110592,96768,0.777,0.0149,83960,83.96,1,test_078.tif,Lymph,Benign,0,0,DCIS,None,-1,40,NA,224,0,0
44,P6,C22,110592,96768,3.932,0.0753,24516,24.516,3,test_078.tif,Lymph,Benign,0,0,DCIS,None,-1,40,NA,55,0,0
34,P7,C22,110592,96768,0.777,0.0149,75841,75.841,4,test_078.tif,Lymph,Benign,0,0,DCIS,None,-1,40,NA,85,0,0
51,P8,C22,110592,96768,3.932,0.0753,28958,28.958,4,test_078.tif,Lymph,Benign,0,0,DCIS,None,-1,40,NA,90,0,0
36,P9,C22,110592,96768,0.777,0.0149,41072,41.072,2,test_078.tif,Lymph,Benign,0,0,DCIS,None,,40,NA,102,0,0
59,P1,C6,97792,221696,1.5,0.0097,14156,14.156,2,test_036.tif,Lymph,Benign,0,0,DCIS,None,-1,20,NA,29,0,0
13,P10,C23,102400,86016,0.809,0.0167,83689,83.689,1,test_079.tif,Lymph,Benign,1,-1,Ductulolobular,Micro,0,40,recognition,257,1,0
21,P11,C23,102400,86016,9.546,0.1975,88876,88.876,3,test_079.tif,Lymph,Malignant,1,0,Ductulolobular,Micro,,40,NA,146,40,0
17,P2,C23,102400,86016,20.734,0.4291,51736,51.736,1,test_079.tif,Lymph,Benign,1,-1,Ductulolobular,Micro,0,40,recognition,135,1,0
24,P3,C23,102400,86016,32.216,0.6667,87162,87.162,3,test_079.tif,Lymph,Malignant,1,0,Ductulolobular,Micro,0.17,40,NA,130,67,3
59,P4,C23,102400,86016,4.242,0.0878,199965,199.965,2,test_079.tif,Lymph,Atypical,1,-1,Ductulolobular,Micro,0.04,40,decision,383,120,8
5,P5,C23,102400,86016,0.809,0.0167,47518,47.518,1,test_079.tif,Lymph,Benign,1,-1,Ductulolobular,Micro,0,40,search,102,0,0
5,P6,C23,102400,86016,2.73,0.0565,36956,36.956,3,test_079.tif,Lymph,Benign,1,-1,Ductulolobular,Micro,0,40,search,85,0,0
12,P7,C23,102400,86016,0.809,0.0167,138918,138.918,4,test_079.tif,Lymph,Malignant,1,0,Ductulolobular,Micro,0.19,40,NA,8,0,0
48,P8,C23,102400,86016,32.216,0.6667,49968,49.968,4,test_079.tif,Lymph,Malignant,1,0,Ductulolobular,Micro,0.08,40,NA,86,53,0
10,P9,C23,102400,86016,0.809,0.0167,68934,68.934,2,test_079.tif,Lymph,Benign,1,-1,Ductulolobular,Micro,,40,recognition,174,1,0
14,P1,C7,97792,218624,3.375,0.0222,32762,32.762,2,test_038.tif,Lymph,Benign,1,-1,IDC,Micro,0,20,recognition,80,1,0
47,P10,C24,97792,217088,29.782,0.1975,117461,117.461,1,test_082.tif,Lymph,Benign,1,-1,IDC,Macro,0,20,decision,211,92,9
27,P11,C24,97792,217088,7.595,0.0504,19897,19.897,3,test_082.tif,Lymph,Malignant,1,0,IDC,Macro,,20,NA,36,11,0
59,P2,C24,97792,217088,3.375,0.0224,35167,35.167,1,test_082.tif,Lymph,Malignant,1,0,IDC,Macro,0.12,20,NA,30,15,0
40,P3,C24,97792,217088,5.063,0.0336,52961,52.961,3,test_082.tif,Lymph,Malignant,1,0,IDC,Macro,0.14,20,NA,54,44,5
47,P4,C24,97792,217088,25.632,0.17,33467,33.467,2,test_082.tif,Lymph,Malignant,1,0,IDC,Macro,0.07,20,NA,40,21,1
59,P5,C24,97792,217088,17.088,0.1133,46388,46.388,1,test_082.tif,Lymph,Malignant,1,0,IDC,Macro,0.13,20,NA,82,28,0
41,P6,C24,97792,217088,11.392,0.0756,11408,11.408,3,test_082.tif,Lymph,Malignant,1,0,IDC,Macro,0.16,20,NA,9,7,0
31,P7,C24,97792,217088,1,0.0066,110183,110.183,4,test_082.tif,Lymph,Malignant,1,0,IDC,Macro,0.33,20,NA,111,50,0
60,P8,C24,97792,217088,25.632,0.17,18908,18.908,4,test_082.tif,Lymph,Malignant,1,0,IDC,Macro,0.27,20,NA,20,19,0
15,P9,C24,97792,217088,5.063,0.0336,32840,32.84,2,test_082.tif,Lymph,Neoplastic,1,-1,IDC,Macro,,20,decision,42,24,1
